Supplementary Table 2. GAS strains used in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Assembly statistics,,,,,,,Mapping statistics (subsampled),,,,
GAS12260,19944_8_54,NZ,Oceania ,E2,ST789,76,2012,104,emm104.0,Throat,Rheumatic fever,0,This study,,GCA_900994855,18,1726408,170018,456,,ERS1105955,1080000,125,33,35.8,73
GAS12150,19944_8_55,NZ,Oceania ,E4,ST902,37,2012,232,emm232.0,Throat,Rheumatic fever,0,This study,,GCA_900994905,13,1765629,203697,443,,ERS1105952,1080000,125,33,35.8,73
GAS1219,19944_8_56,NZ,Oceania ,D4,ST14,50,2012,108,emm108.1,Blood,iGAS,1,This study,,GCA_900994885,16,1756513,289106,433,,ERS1105949,1080000,125,33,35.8,73
GAS11364,19944_8_57,NZ,Oceania ,M74,ST120,9,2011,74,emm74.0,Throat,Rheumatic fever,0,This study,,GCA_900994915,13,1795269,242866,448,,ERS1105946,1080000,125,33,35.8,73
GAS11154,19944_8_58,NZ,Oceania ,D4,ST579,28,2011,41,emm41.2,Throat,Pharyngitis,0,This study,,GCA_900994865,25,1759737,103681,466,,ERS1105943,1080000,125,33,35.8,73
GAS10481,19944_8_59,NZ,Oceania ,M74,ST120,9,2010,74,emm74.0,Throat,Rheumatic fever,0,This study,,GCA_900994875,13,1795464,242839,450,,ERS1105940,1080000,125,33,35.7,73
GAS12357,19944_8_6,NZ,Oceania ,D4,ST579,28,2012,41,emm41.2,Throat,Rheumatic fever,0,This study,,GCA_900994925,25,1757830,103718,460,,ERS1106048,1080000,125,33,35.8,73
GAS13169,19944_8_60,NZ,Oceania ,E4,ST902,37,2013,232,emm232.0,Throat,Pharyngitis,0,This study,,GCA_900994895,15,1765209,203747,472,,ERS1105938,1080000,125,33,35.8,73
GAS12463,19944_8_61,NZ,Oceania ,D4,ST579,28,2012,41,emm41.2,Throat,Pharyngitis,0,This study,,GCA_900994995,25,1759049,103693,456,,ERS1105935,1080000,125,33,35.9,73
GAS12244,19944_8_62,NZ,Oceania ,D2,ST318,23,2012,71,emm71.0,Throat,Pharyngitis,0,This study,,GCA_900994965,28,1732164,239600,455,,ERS1105934,1080000,125,33,35.6,73
GAS12144,19944_8_63,NZ,Oceania ,D4,ST14,50,2012,108,emm108.1,Blood,iGAS,1,This study,,GCA_900994935,19,1755528,237980,454,,ERS1105931,1080000,125,33,35.7,73
GAS1218,19944_8_64,NZ,Oceania ,A-C5,ST15,2,2012,3,emm3.1,Blood,iGAS,1,This study,,GCA_900994975,28,1862401,206502,432,,ERS1105929,1080000,125,33,35.9,73
GAS11353,19944_8_65,NZ,Oceania ,E2,ST82,33,2011,92,emm92.0,Throat,Rheumatic fever,0,This study,,GCA_900994945,18,1737055,243576,465,,ERS1105926,1080000,125,33,35.6,73
GAS11146,19944_8_66,NZ,Oceania ,E3,ST178,12,2011,44,emm44.0,Throat,Rheumatic fever,0,This study,,GCA_900994955,12,1755412,339326,469,,ERS1105923,1080000,125,33,35.8,73
GAS10476,19944_8_67,NZ,Oceania ,D4,ST3,39,2010,33,emm33.0,Blood,iGAS,1,This study,,GCA_900995015,8,1791660,346789,451,,ERS1105921,1080000,125,33,35.8,73
GAS13137,19944_8_68,NZ,Oceania ,D4,ST205,56,2013,98,emm98.1,Throat,Pharyngitis,0,This study,,GCA_900994985,20,1792331,239911,481,,ERS1105918,1080000,125,33,35.7,73
GAS12446,19944_8_69,NZ,Oceania ,M74,ST120,9,2012,74,emm74.0,Throat,Pharyngitis,0,This study,,GCA_900995005,18,1762012,242902,453,,ERS1105916,1080000,125,33,35.8,73
GAS12229,19944_8_7,NZ,Oceania ,A-C3,ST1074,49,2012,238,emm238.2,"tissue,wound",Rheumatic fever,0,This study,,GCA_900995025,19,1680936,192648,473,,ERS1106047,1080000,125,33,35.7,73
GAS12252,19944_8_70,NZ,Oceania ,A-C3,ST28,1,2012,1,emm1.0,Blood,iGAS,1,This study,,GCA_900995035,15,1804847,277176,465,,ERS1105914,1080000,125,33,35.8,73
GAS12140,19944_8_71,NZ,Oceania ,E4,ST902,37,2012,232,emm232.0,Blood,iGAS,1,This study,,GCA_900995045,13,1764254,203615,460,,ERS1105900,1080000,125,33,35.7,73
GAS1213,19944_8_72,NZ,Oceania ,E4,ST902,37,2012,232,emm232.0,Blood,iGAS,1,This study,,GCA_900995105,16,1764006,203766,441,,ERS1105898,1080000,125,33,35.8,73
GAS11340,19944_8_73,NZ,Oceania ,M19,ST616,29,2011,19,emm19.4,Blood,iGAS,1,This study,,GCA_900995065,20,1795726,272477,459,,ERS1105895,1080000,125,33,35.7,73
GAS11141,19944_8_74,NZ,Oceania ,E6,ST172,22,2011,59,emm59.1,Throat,Rheumatic fever,0,This study,,GCA_900995085,14,1768190,246187,482,,ERS1105893,1080000,125,33,35.8,73
GAS10470,19944_8_75,NZ,Oceania ,M74,ST120,9,2010,74,emm74.0,Blood,iGAS,1,This study,,GCA_900995055,14,1763388,242856,474,,ERS1105890,1080000,125,33,35.8,73
GAS13132,19944_8_76,NZ,Oceania ,D4,ST14,50,2013,108,emm108.1,Throat,Pharyngitis,0,This study,,GCA_900995075,14,1757917,284030,461,,ERS1105888,1080000,125,33,35.8,73
GAS12411,19944_8_77,NZ,Oceania ,M218,ST292,41,2012,218,emm218.1,Blood,iGAS,1,This study,,GCA_900995095,9,1746572,367884,461,,ERS1105886,1080000,125,33,35.9,73
GAS12243,19944_8_78,NZ,Oceania ,A-C3,ST28,1,2012,1,emm1.0,Throat,Pharyngitis,0,This study,,GCA_900995115,17,1802913,221559,447,,ERS1105884,1080000,125,33,35.9,73
GAS12139,19944_8_79,NZ,Oceania ,E2,ST789,76,2012,104,emm104.0,Blood,iGAS,1,This study,,GCA_900995125,15,1727207,248724,441,,ERS1105881,1080000,125,33,35.9,73
GAS12106,19944_8_8,NZ,Oceania ,E6,ST330,11,2012,81,emm81.0,Throat,Pharyngitis,0,This study,,GCA_900995145,22,1784165,195090,463,,ERS1106046,1080000,125,33,35.7,73
GAS11551,19944_8_80,NZ,Oceania ,D2,ST318,23,2011,71,emm71.0,Throat,Pharyngitis,0,This study,,GCA_900995205,32,1733063,239599,439,,ERS1105879,1080000,125,33,35.9,73
GAS11334,19944_8_81,NZ,Oceania ,E2,ST82,33,2011,92,emm92.0,Blood,iGAS,1,This study,,GCA_900995165,17,1737664,243581,454,,ERS1105878,1080000,125,33,35.7,73
GAS11129,19944_8_82,NZ,Oceania ,D4,ST579,28,2011,41,emm41.2,Blood,iGAS,1,This study,,GCA_900995135,27,1793049,103702,459,,ERS1105877,1080000,125,33,35.7,73
GAS10463,19944_8_83,NZ,Oceania ,E4,ST967,37,2010,232,emm232.0,Blood,iGAS,1,This study,,GCA_900995155,15,1763336,203589,466,,ERS1105875,1080000,125,33,35.9,73
GAS10458,19944_8_84,NZ,Oceania ,E4,ST748,71,2010,36,emm36.2,Blood,iGAS,1,This study,,GCA_900995175,18,1737230,218725,466,,ERS1106032,1080000,125,33,35.6,73
GAS10243,19944_8_85,NZ,Oceania ,M105,ST954,42,2010,105,emm105.0,Blood,iGAS,1,This study,,GCA_900995215,18,1766472,167963,461,,ERS1106029,1080000,125,33,35.9,73
GAS1084,19944_8_86,NZ,Oceania ,E4,ST902,37,2010,232,emm232.0,Throat,Rheumatic fever,0,This study,,GCA_900995185,14,1764632,203700,471,,ERS1106027,1080000,125,33,35.6,73
GAS09422,19944_8_87,NZ,Oceania ,A-C4,ST36,0,2009,12,emm12.0,Blood,iGAS,1,This study,,GCA_900995195,24,1800096,183787,454,,ERS1106026,1080000,125,33,35.7,73
GAS09204,19944_8_88,NZ,Oceania ,D4,ST814,25,2009,93,emm93.4,Throat,Rheumatic fever,0,This study,,GCA_900995235,12,1716157,260680,450,,ERS1106025,1080000,125,33,35.6,73
GAS0830,19944_8_89,NZ,Oceania ,D4,ST3,39,2008,33,emm33.0,Throat,Rheumatic fever,0,This study,,GCA_900995225,10,1754455,294951,425,,ERS1106024,1080000,125,33,35.9,73
GAS11456,19944_8_9,NZ,Oceania ,E4,ST748,71,2011,36,emm36.2,Blood,iGAS,1,This study,,GCA_900995245,19,1737492,218872,469,,ERS1106045,1080000,125,33,35.7,73
GAS066,19944_8_90,NZ,Oceania ,E6,ST111,59,2006,65,emm65.0,Throat,Rheumatic fever,0,This study,,GCA_900995285,24,1723809,186330,424,,ERS1106023,1080000,125,33,35.8,73
GAS03101,19944_8_91,NZ,Oceania ,D4,ST182,18,2003,101,emm101.0,Throat,Rheumatic fever,0,This study,,GCA_900995275,13,1760014,208580,432,,ERS1106021,1080000,125,33,35.7,73
GAS10417,19944_8_92,NZ,Oceania ,E4,ST902,37,2010,232,emm232.0,Blood,iGAS,1,This study,,GCA_900995265,11,1763302,220589,447,,ERS1106019,1080000,125,33,35.6,73
GAS10219,19944_8_93,NZ,Oceania ,E4,ST902,37,2010,232,emm232.0,Blood,iGAS,1,This study,,GCA_900995255,14,1764111,203706,453,,ERS1106018,1080000,125,33,35.8,73
GAS1074,19944_8_94,NZ,Oceania ,D2,ST318,23,2010,71,emm71.0,Blood,iGAS,1,This study,,GCA_900995295,25,1733337,240424,448,,ERS1106016,1080000,125,33,35.8,73
GAS09418,19944_8_95,NZ,Oceania ,M105,ST954,42,2009,105,emm105.0,Throat,Pharyngitis,0,This study,,GCA_900995305,18,1767110,214968,452,,ERS1106015,1080000,125,33,35.8,73
GAS09194,19944_8_96,NZ,Oceania ,E6,ST111,59,2009,65,emm65.0,Blood,iGAS,1,This study,,GCA_900995315,23,1724216,186395,454,,ERS1106013,1080000,125,33,35.7,73
GAS07174,19944_8_97,NZ,Oceania ,E4,ST1013,52,2007,232,emm232.1,Throat,Rheumatic fever,0,This study,,GCA_900995515,23,1754226,184249,446,,ERS1106010,1080000,125,33,35.6,73
GAS05207,19944_8_98,NZ,Oceania ,D4,ST814,25,2005,93,emm93.4,Throat,Pharyngitis,0,This study,,GCA_900995355,10,1716672,318365,427,,ERS1106008,1080000,125,33,35.7,73
GAS0391,19944_8_99,NZ,Oceania ,E1,ST1000,119,2003,78,emm78.3,Blood,iGAS,1,This study,,GCA_900995525,18,1741655,203170,436,,ERS1106007,1080000,125,33,35.8,73
NZ131,NZ131_M49,NZ,Oceania ,E3,ST1073,15,1991,49,emm49.1,Non-invasive,APSGN,0,McShan et al 2008 (122),,CP000829.1,1,1815785,1815785,-,,-,1816086,100,33,33,98
GUR,GUR,Russia,ND,Single protein cluster clade Y,ST1065,201,2017,111,emm111.2,ND,ND,ND,Suvorova et al 2017 (123),,CP022354.1,1,1890204,1890204,-,,-,945076,150,33,36.4,77
GURSA1,GURSA1,Russia,ND,NT,ST1065,201,2017,111,emm111.2,ND,ND,ND,Suvorova et al 2017 (123),,CP022206.1,1,1893171,1893171,-,,-,946576,150,33,36.3,77
A20,A20_M1,Taiwan,East Asia,A-C3,ST28,1,ND,1,emm1.0,Invasive,iGAS,1,Zheng et al 2013 (124),,CP003901.1,1,1837281,1837281,-,,-,1837582,100,33,33,99
MGAS2096,MGAS2096_M12,Trinidad,South America,A-C4,ST36,0,1960,12,emm12.0,APSGN,APSGN,0,Beres and Musser 2007 (125),,CP000261.1,1,1860355,1860355,-,,-,1860656,100,33,33,101
PHE_12088,ERR1359340,UK,Western Europe,A-C5,ST15,2,2014,3,emm3.56,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,50,1838934,129359,227,,ERR1359340,1350000,97,33,37.4,71
PHE_12036,ERR1359347,UK,Western Europe,NT,ST785,1,2014,131,emm131.0 ,ND,iGAS,1,Chalker et al 2017 (61),,NA,36,1787782,115047,218,,ERR1359347,1377550,98,33,37.6,73
PHE_12783,ERR1359364,UK,Western Europe,E2,ST184,35,2014,90,emm90.5,ND,iGAS,1,Chalker et al 2017 (61),,NA,26,1750725,155695,256,,ERR1359364,1350000,98,33,37.7,72
PHE_33063,ERR1359365,UK,Western Europe,A-C4,ST1068,0,2014,12,emm12.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,40,1873428,130311,200,,ERR1359365,1350000,97,33,37.4,71
PHE_32280,ERR1359374,UK,Western Europe,A-C4,ST242,0,2014,12,emm12.37,ND,iGAS,1,Chalker et al 2017 (61),,NA,38,1787340,127811,261,,ERR1359374,1350000,98,33,37.7,72
PHE_24974,ERR1359381,UK,Western Europe,E4,ST331,66,2014,73,emm73.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,36,1842722,105019,212,,ERR1359381,1350000,97,33,37.5,71
PHE_55087,ERR1359388,UK,Western Europe,E4,ST55,45,2014,2,emm2.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,37,1942052,104476,243,,ERR1359388,1391752,97,33,37.5,73
PHE_33054,ERR1359397,UK,Western Europe,D4,ST363,152,2014,53,emm53.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,40,1791959,168344,239,,ERR1359397,1350000,97,33,37.4,71
PHE_107859,ERR1359398,UK,Western Europe,E4,ST46,30,2014,22,emm22.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,63,1867811,66081,214,,ERR1359398,1350000,98,33,37.7,72
PHE_12749,ERR1359401,UK,Western Europe,A-C4,ST36,0,2014,12,emm12.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,50,1818172,120673,229,,ERR1359401,1350000,97,33,37.6,71
PHE_39584,ERR1359416,UK,Western Europe,E3,ST176,16,2014,58,emm58.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,42,1921516,181855,215,,ERR1359416,1350000,97,33,37.6,71
PHE_27636,ERR1359417,UK,Western Europe,E4,ST399,27,2014,77,emm77.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,40,1818862,97966,228,,ERR1359417,1391752,98,33,37.8,74
PHE_39586,ERR1359418,UK,Western Europe,E4,ST458,10,2014,28,emm28.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,46,1878797,164561,222,,ERR1359418,1350000,97,33,37.5,71
PHE_18921,ERR1359426,UK,Western Europe,NT,ST382,6,2014,131,emm131.0 ,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,57,1874394,105052,212,,ERR1359426,1350000,94,33,36.8,69
PHE_27701,ERR1359428,UK,Western Europe,A-C5,ST406,2,2014,3,emm3.1,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,40,1811120,132762,213,,ERR1359428,1350000,98,33,37.8,72
PHE_24945,ERR1359437,UK,Western Europe,Single protein cluster clade Y,ST99,36,2014,5,emm5.23,ND,iGAS,1,Chalker et al 2017 (61),,NA,48,1841919,103326,241,,ERR1359437,1350000,97,33,37.5,71
PHE_12750,ERR1359439,UK,Western Europe,A-C4,ST36,0,2014,12,emm12.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,51,1790526,76948,231,,ERR1359439,1391752,98,33,37.6,74
PHE_12875,ERR1359444,UK,Western Europe,Single protein cluster clade Y,ST382,6,2014,6,emm6.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,65,1878785,82235,204,,ERR1359444,1350000,98,33,37.7,72
PHE_25160,ERR1359445,UK,Western Europe,E2,ST50,64,2014,76,emm76.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,33,1852421,148411,222,,ERR1359445,1350000,95,33,37.1,70
PHE_33034,ERR1359450,UK,Western Europe,E1,ST1066,14,2014,4,emm4.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,44,1910966,73846,255,,ERR1359450,1350000,97,33,37.4,71
PHE_12906,ERR1359456,UK,Western Europe,E6,ST150,32,2014,75,emm75.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,34,1847832,126811,201,,ERR1359456,1350000,98,33,37.7,72
PHE_26043,ERR1359457,UK,Western Europe,E4,ST52,10,2014,28,emm28.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,28,1907191,210390,266,,ERR1359457,1350000,98,33,37.7,72
PHE_26023,ERR1359466,UK,Western Europe,Single protein cluster clade Y,ST382,6,2014,6,emm6.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,54,1874303,105052,254,,ERR1359466,1350000,98,33,37.7,72
PHE_12907,ERR1359467,UK,Western Europe,A-C5,ST315,2,2014,3,emm3.93,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,56,1841450,129359,197,,ERR1359467,1391752,98,33,37.7,74
PHE_30640,ERR1359472,UK,Western Europe,E3,ST25,110,2014,219,emm219.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,42,1856070,122257,230,,ERR1359472,1350000,98,33,37.6,72
PHE_30600,ERR1359473,UK,Western Europe,Single protein cluster clade Y,ST382,6,2014,6,emm6.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,55,1873178,98770,234,,ERR1359473,1350000,98,33,37.6,72
PHE_33016,ERR1359475,UK,Western Europe,E6,ST624,11,2014,81,emm81.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,32,1748511,114567,263,,ERR1359475,1350000,97,33,37.4,71
PHE_32292,ERR1359478,UK,Western Europe,E2,ST184,111,2014,90,emm90.2,ND,iGAS,1,Chalker et al 2017 (61),,NA,26,1839358,244159,226,,ERR1359478,1350000,98,33,37.8,72
PHE_12026,ERR1359479,UK,Western Europe,A-C5,ST15,2,2014,3,emm3.56,ND,iGAS,1,Chalker et al 2017 (61),,NA,55,1836877,170094,233,,ERR1359479,1350000,97,33,37.6,71
PHE_12861,ERR1359483,UK,Western Europe,A-C5,ST315,2,2014,3,emm3.1,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,40,1805886,148099,202,,ERR1359483,1350000,97,33,37.6,71
PHE_18945,ERR1359488,UK,Western Europe,E6,ST624,11,2014,81,emm81.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,69,1814219,92613,235,,ERR1359488,1350000,94,33,36.8,69
PHE_25152,ERR1359493,UK,Western Europe,E3,ST25,110,2014,219,emm219.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,34,1852140,122256,238,,ERR1359493,1350000,96,33,37.2,70
PHE_45816,ERR1359506,UK,Western Europe,E4,ST52,10,2014,28,emm28.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,25,1854521,213335,240,,ERR1359506,1350000,96,33,37.1,71
PHE_12832,ERR1359513,UK,Western Europe,E1,ST39,14,2014,4,emm4.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,39,1835370,149635,214,,ERR1359513,1350000,98,33,37.6,72
PHE_12841,ERR1359517,UK,Western Europe,E3,ST62,4,2014,87,emm87.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,53,1814297,68661,192,,ERR1359517,1350000,98,33,37.6,72
PHE_12764,ERR1359518,UK,Western Europe,E4,ST52,10,2014,28,emm28.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,30,1812010,221695,231,,ERR1359518,1350000,98,33,37.6,72
PHE_12067,ERR1359520,UK,Western Europe,E6,ST624,11,2014,81,emm81.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,33,1793817,102392,246,,ERR1359520,1483516,98,33,37.6,79
PHE_45811,ERR1359529,UK,Western Europe,E6,ST150,32,2014,75,emm75.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,31,1853635,123036,232,,ERR1359529,1350000,96,33,37.1,71
PHE_12021,ERR1359535,UK,Western Europe,A-C4,ST36,0,2014,12,emm12.60,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,44,1784509,130327,197,,ERR1359535,1350000,97,33,37.5,71
PHE_18939,ERR1359541,UK,Western Europe,E6,ST89,87,2014,94,emm94.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,32,1800597,144016,227,,ERR1359541,1377550,95,33,36.9,71
PHE_25158,ERR1359546,UK,Western Europe,E3,ST314,7,2014,82,emm82.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,35,1775117,80527,234,,ERR1359546,1350000,95,33,37.1,70
PHE_12046,ERR1359551,UK,Western Europe,E3,ST36,0,2014,82,emm82.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,79,1866590,97151,244,,ERR1359551,1350000,98,33,37.6,72
PHE_30630,ERR1359562,UK,Western Europe,A-C3,ST28,1,2014,1,emm1.25,ND,iGAS,1,Chalker et al 2017 (61),,NA,48,1793072,82375,220,,ERR1359562,1350000,98,33,37.5,72
PHE_24940,ERR1359569,UK,Western Europe,E2,ST184,111,2014,90,emm90.2,ND,iGAS,1,Chalker et al 2017 (61),,NA,36,1844900,99798,266,,ERR1359569,1350000,98,33,37.6,71
PHE_12912,ERR1359584,UK,Western Europe,A-C5,ST315,2,2014,3,emm3.93,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,49,1839281,129359,208,,ERR1359584,1350000,98,33,37.7,72
PHE_12855,ERR1359586,UK,Western Europe,E4,ST101,3,2014,89,emm89.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,31,1745234,103964,205,,ERR1359586,1350000,98,33,37.6,71
PHE_45825,ERR1359591,UK,Western Europe,A-C4,ST242,0,2014,12,emm12.37,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,37,1789452,147962,205,,ERR1359591,1350000,97,33,37.2,71
PHE_104230,ERR1359592,UK,Western Europe,E3,ST1086,110,2014,44,emm44.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,36,1869020,134652,266,,ERR1359592,1350000,98,33,37.5,72
PHE_32243,ERR1359614,UK,Western Europe,E6,ST89,87,2014,94,emm94.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,29,1801194,126199,224,,ERR1359614,1350000,98,33,37.6,72
PHE_30599,ERR1359618,UK,Western Europe,E3,ST985,194,2014,58,emm58.8,ND,iGAS,1,Chalker et al 2017 (61),,NA,26,1858166,154386,227,,ERR1359618,1350000,98,33,37.6,72
PHE_12810,ERR1359623,UK,Western Europe,Single protein cluster clade Y,ST382,6,2014,6,emm6.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,85,1825592,98965,195,,ERR1359623,1350000,98,33,37.6,72
PHE_26033,ERR1359637,UK,Western Europe,E1,ST38,14,2014,4,emm4.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,49,1868203,70518,264,,ERR1359637,2596152,98,33,37.7,138
PHE_45819,ERR1359639,UK,Western Europe,E1,ST39,14,2014,4,emm4.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,44,1813674,83389,218,,ERR1359639,1350000,96,33,37.1,70
PHE_39598,ERR1359640,UK,Western Europe,Single protein cluster clade Y,ST382,6,2014,6,emm6.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,57,1872677,76103,224,,ERR1359640,1350000,97,33,37.5,71
PHE_30647,ERR1359643,UK,Western Europe,E1,ST38,14,2014,4,emm4.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,50,1868405,73397,213,,ERR1359643,1350000,98,33,37.5,72
PHE_45826,ERR1359645,UK,Western Europe,A-C5,ST406,2,2014,3,emm3.103,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,43,1847163,138231,205,,ERR1359645,1350000,97,33,37.2,71
PHE_26068,ERR1359646,UK,Western Europe,E4,ST46,30,2014,22,emm22.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,41,1755873,132970,247,,ERR1359646,1350000,98,33,37.6,72
PHE_12780,ERR1359647,UK,Western Europe,E2,ST184,35,2014,90,emm90.2,ND,iGAS,1,Chalker et al 2017 (61),,NA,23,1787765,161115,233,,ERR1359647,1569766,98,33,37.7,83
PHE_30624,ERR1359648,UK,Western Europe,E3,ST985,194,2014,58,emm58.8,ND,iGAS,1,Chalker et al 2017 (61),,NA,21,1859185,224552,213,,ERR1359648,1928570,98,33,37.5,102
PHE_104235,ERR1359653,UK,Western Europe,E4,ST331,66,2014,73,emm73.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,54,1842605,104292,228,,ERR1359653,1350000,98,33,37.6,71
PHE_26041,ERR1359655,UK,Western Europe,A-C5,ST15,2,2014,3,emm3.5,ND,iGAS,1,Chalker et al 2017 (61),,NA,44,1848932,138369,235,,ERR1359655,1377550,98,33,37.7,73
PHE_12853,ERR1359656,UK,Western Europe,E1,ST39,14,2014,4,emm4.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,56,1870271,67908,184,,ERR1359656,1350000,98,33,37.6,72
PHE_45820,ERR1359659,UK,Western Europe,E3,ST62,4,2014,87,emm87.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,65,1885046,68661,231,,ERR1359659,1391752,96,33,37.1,73
PHE_12908,ERR1359661,UK,Western Europe,A-C5,ST315,2,2014,3,emm3.1,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,59,1840154,87517,202,,ERR1359661,1350000,98,33,37.6,72
PHE_18896,ERR1359664,UK,Western Europe,NT,ST382,6,2014,131,emm131.0 ,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,54,1875273,98752,216,,ERR1359664,1350000,95,33,36.8,69
PHE_12833,ERR1359667,UK,Western Europe,A-C5,ST15,2,2014,3,emm3.56,ND,iGAS,1,Chalker et al 2017 (61),,NA,61,1836352,129359,229,,ERR1359667,2500000,98,33,37.6,133
PHE_12076,ERR1359673,UK,Western Europe,E6,ST89,87,2014,94,emm94.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,49,1814762,117365,246,,ERR1359673,1350000,98,33,37.6,72
PHE_18919,ERR1359674,UK,Western Europe,E3,ST327,47,2014,103,emm103.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,35,1820723,97743,226,,ERR1359674,1391752,95,33,36.8,71
PHE_55078,ERR1359675,UK,Western Europe,E6,ST150,32,2014,75,emm75.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,19,1854029,162662,224,,ERR1359675,1391752,97,33,37.5,74
PHE_104231,ERR1359676,UK,Western Europe,Single protein cluster clade Y,ST42,94,2014,18,emm18.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,69,1830348,60698,236,,ERR1359676,1350000,97,33,37.5,71
PHE_12894,ERR1359677,UK,Western Europe,A-C5,ST315,2,2014,3,emm3.1,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,51,1807765,132741,221,,ERR1359677,1350000,98,33,37.6,72
PHE_33069,ERR1359687,UK,Western Europe,A-C4,ST1068,0,2014,12,emm12.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,40,1871170,130367,247,,ERR1359687,1350000,97,33,37.5,71
PHE_33033,ERR1359688,UK,Western Europe,A-C3,ST785,1,2014,1,emm1.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,28,1794468,203469,238,,ERR1359688,1350000,97,33,37.4,71
PHE_12792,ERR1359689,UK,Western Europe,A-C5,ST15,2,2014,3,emm3.1,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,54,1840149,130144,240,,ERR1359689,1350000,98,33,37.6,72
PHE_104228,ERR1359692,UK,Western Europe,E4,ST55,45,2014,2,emm2.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,33,1887901,98948,209,,ERR1359692,1350000,98,33,37.6,72
PHE_12903,ERR1359694,UK,Western Europe,NT,ST382,6,2014,131,emm131.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,143,1890578,64797,222,,ERR1359694,1350000,98,33,37.6,71
PHE_25109,ERR1359704,UK,Western Europe,A-C4,ST36,0,2014,12,emm12.0,ND,Scarlet fever,0,Chalker et al 2017 (61),,NA,52,1781367,118362,251,,ERR1359704,1875000,96,33,37.1,98
PHE_12757,ERR1359707,UK,Western Europe,E6,ST624,11,2014,81,emm81.0,ND,iGAS,1,Chalker et al 2017 (61),,NA,63,1798597,78248,226,,ERR1359707,1350000,98,33,37.7,72
